file_name,unique_id,target,vulnerable_line_numbers,project,cve,source_signature_path,commit_hash,dataset_type,processed_func
shntool-3.0.5/3.json#trace1,390,1,"129,136,184,187,254,381,398",shntool-3.0.5,,tracer-signaturedb-rag/signature-db-ori/shntool-3.0.5/3.json,474da38faebd16ee822b5fbcbb5fa9b8,test,"  if (fread(buf, 1, 2, file) != 2)
    *le_val = (buf[1] << 8) | buf[0];
  info->rate = ((wint)info->samples_per_sec * (wint)info->channels * (wint)info->bits_per_sample) / 8;
    success = straight_comparison(info1,info2);
  return cmp_files(info1,info2,0);
  xfer_size = max(XFER_SIZE,(shift_secs * info1->rate));
  if (NULL == (buf1 = malloc(2 * xfer_size * sizeof(unsigned char)))) {"
shntool-3.0.5/3.json#trace2,391,1,"129,136,184,187,254,276,381,398",shntool-3.0.5,,tracer-signaturedb-rag/signature-db-ori/shntool-3.0.5/3.json,474da38faebd16ee822b5fbcbb5fa9b8,test,"  if (fread(buf, 1, 2, file) != 2)
    *le_val = (buf[1] << 8) | buf[0];
  info->rate = ((wint)info->samples_per_sec * (wint)info->channels * (wint)info->bits_per_sample) / 8;
      info->rate == CD_RATE)
    success = straight_comparison(info1,info2);
  return cmp_files(info1,info2,0);
  xfer_size = max(XFER_SIZE,(shift_secs * info1->rate));
  if (NULL == (buf1 = malloc(2 * xfer_size * sizeof(unsigned char)))) {"
shntool-3.0.5/3.json#trace3,392,1,"129,136,184,187,254,276,381,398",shntool-3.0.5,,tracer-signaturedb-rag/signature-db-ori/shntool-3.0.5/3.json,474da38faebd16ee822b5fbcbb5fa9b8,test,"  if (fread(buf, 1, 2, file) != 2)
    *le_val = (buf[1] << 8) | buf[0];
  info->rate = ((wint)info->samples_per_sec * (wint)info->channels * (wint)info->bits_per_sample) / 8;
      info->rate == CD_RATE)
    success = straight_comparison(info1,info2);
  return cmp_files(info1,info2,0);
  xfer_size = max(XFER_SIZE,(shift_secs * info1->rate));
  if (NULL == (buf1 = malloc(2 * xfer_size * sizeof(unsigned char)))) {"
shntool-3.0.5/4.json#trace1,393,1,"129,136,254,315,316,318,396",shntool-3.0.5,,tracer-signaturedb-rag/signature-db-ori/shntool-3.0.5/4.json,474da38faebd16ee822b5fbcbb5fa9b8,test,"  if (fread(buf, 1, 2, file) != 2)
    *le_val = (buf[1] << 8) | buf[0];
  info->rate = ((wint)info->samples_per_sec * (wint)info->channels * (wint)info->bits_per_sample) / 8;
    success = shift_comparison(info1,info2);
  cmp_size = shift_secs * info1->rate;
  bytes = min(min(info1->data_size,info2->data_size),cmp_size);
  if (NULL == (buf1 = malloc(2 * bytes * sizeof(unsigned char)))) {"
shntool-3.0.5/4.json#trace2,394,1,"129,136,254,276,315,316,318,396",shntool-3.0.5,,tracer-signaturedb-rag/signature-db-ori/shntool-3.0.5/4.json,474da38faebd16ee822b5fbcbb5fa9b8,test,"  if (fread(buf, 1, 2, file) != 2)
    *le_val = (buf[1] << 8) | buf[0];
  info->rate = ((wint)info->samples_per_sec * (wint)info->channels * (wint)info->bits_per_sample) / 8;
      info->rate == CD_RATE)
    success = shift_comparison(info1,info2);
  cmp_size = shift_secs * info1->rate;
  bytes = min(min(info1->data_size,info2->data_size),cmp_size);
  if (NULL == (buf1 = malloc(2 * bytes * sizeof(unsigned char)))) {"
shntool-3.0.5/4.json#trace3,395,1,"129,136,254,276,315,316,318,396",shntool-3.0.5,,tracer-signaturedb-rag/signature-db-ori/shntool-3.0.5/4.json,474da38faebd16ee822b5fbcbb5fa9b8,test,"  if (fread(buf, 1, 2, file) != 2)
    *le_val = (buf[1] << 8) | buf[0];
  info->rate = ((wint)info->samples_per_sec * (wint)info->channels * (wint)info->bits_per_sample) / 8;
      info->rate == CD_RATE)
    success = shift_comparison(info1,info2);
  cmp_size = shift_secs * info1->rate;
  bytes = min(min(info1->data_size,info2->data_size),cmp_size);
  if (NULL == (buf1 = malloc(2 * bytes * sizeof(unsigned char)))) {"
shntool-3.0.5/4.json#trace4,396,1,"129,133,151,157,260,278,280,289,292,316,318,396",shntool-3.0.5,,tracer-signaturedb-rag/signature-db-ori/shntool-3.0.5/4.json,474da38faebd16ee822b5fbcbb5fa9b8,test,"  if (fread(buf, 1, 2, file) != 2)
    *be_val = (buf[0] << 8) | buf[1];
  info->data_size = channels * samples * (bits_per_sample/8);
  if (PROB_ODD_SIZED_DATA(info))
  if (PROB_ODD_SIZED_DATA(info))
    if (info->data_size < CD_MIN_BURNABLE_SIZE)
    if (info->data_size % CD_BLOCK_SIZE != 0)
  if (info->data_size > info->total_size - (wlong)info->header_size)
  if ((info->data_size % info->block_align) != 0)
    success = shift_comparison(info1,info2);
  bytes = min(min(info1->data_size,info2->data_size),cmp_size);
  if (NULL == (buf1 = malloc(2 * bytes * sizeof(unsigned char)))) {"
shntool-3.0.5/4.json#trace5,397,1,"129,133,151,157,260,278,280,289,292,316,318,396",shntool-3.0.5,,tracer-signaturedb-rag/signature-db-ori/shntool-3.0.5/4.json,474da38faebd16ee822b5fbcbb5fa9b8,test,"  if (fread(buf, 1, 2, file) != 2)
    *be_val = (buf[0] << 8) | buf[1];
  info->data_size = channels * samples * (bits_per_sample/8);
  if (PROB_ODD_SIZED_DATA(info))
  if (PROB_ODD_SIZED_DATA(info))
    if (info->data_size < CD_MIN_BURNABLE_SIZE)
    if (info->data_size % CD_BLOCK_SIZE != 0)
  if (info->data_size > info->total_size - (wlong)info->header_size)
  if ((info->data_size % info->block_align) != 0)
    success = shift_comparison(info1,info2);
  bytes = min(min(info1->data_size,info2->data_size),cmp_size);
  if (NULL == (buf1 = malloc(2 * bytes * sizeof(unsigned char)))) {"
shntool-3.0.5/4.json#trace6,398,1,"129,133,151,157,316,318,396",shntool-3.0.5,,tracer-signaturedb-rag/signature-db-ori/shntool-3.0.5/4.json,474da38faebd16ee822b5fbcbb5fa9b8,test,"  if (fread(buf, 1, 2, file) != 2)
    *be_val = (buf[0] << 8) | buf[1];
  info->data_size = channels * samples * (bits_per_sample/8);
  if (PROB_ODD_SIZED_DATA(info))
    success = shift_comparison(info1,info2);
  bytes = min(min(info1->data_size,info2->data_size),cmp_size);
  if (NULL == (buf1 = malloc(2 * bytes * sizeof(unsigned char)))) {"
shntool-3.0.5/4.json#trace7,399,1,"129,133,151,157,260,278,280,289,292,316,318,396",shntool-3.0.5,,tracer-signaturedb-rag/signature-db-ori/shntool-3.0.5/4.json,474da38faebd16ee822b5fbcbb5fa9b8,test,"  if (fread(buf, 1, 2, file) != 2)
    *be_val = (buf[0] << 8) | buf[1];
  info->data_size = channels * samples * (bits_per_sample/8);
  if (PROB_ODD_SIZED_DATA(info))
  if (PROB_ODD_SIZED_DATA(info))
    if (info->data_size < CD_MIN_BURNABLE_SIZE)
    if (info->data_size % CD_BLOCK_SIZE != 0)
  if (info->data_size > info->total_size - (wlong)info->header_size)
  if ((info->data_size % info->block_align) != 0)
    success = shift_comparison(info1,info2);
  bytes = min(min(info1->data_size,info2->data_size),cmp_size);
  if (NULL == (buf1 = malloc(2 * bytes * sizeof(unsigned char)))) {"
shntool-3.0.5/4.json#trace8,400,1,"129,133,151,157,260,278,280,289,292,316,318,396",shntool-3.0.5,,tracer-signaturedb-rag/signature-db-ori/shntool-3.0.5/4.json,474da38faebd16ee822b5fbcbb5fa9b8,test,"  if (fread(buf, 1, 2, file) != 2)
    *be_val = (buf[0] << 8) | buf[1];
  info->data_size = channels * samples * (bits_per_sample/8);
  if (PROB_ODD_SIZED_DATA(info))
  if (PROB_ODD_SIZED_DATA(info))
    if (info->data_size < CD_MIN_BURNABLE_SIZE)
    if (info->data_size % CD_BLOCK_SIZE != 0)
  if (info->data_size > info->total_size - (wlong)info->header_size)
  if ((info->data_size % info->block_align) != 0)
    success = shift_comparison(info1,info2);
  bytes = min(min(info1->data_size,info2->data_size),cmp_size);
  if (NULL == (buf1 = malloc(2 * bytes * sizeof(unsigned char)))) {"
urjtag-0.8/1.json#trace1,401,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  r = jtag_parse_line( line );
	t = get_token( line );
	if (!line || !(strlen( line ) > 0))
  char	*nextcmd = line;
  line = nextcmd;
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace2,402,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  r = jtag_parse_line( line );
	t = get_token( line );
	if (!line || !(strlen( line ) > 0))
  char	*nextcmd = line;
  line = nextcmd;
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace3,403,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  r = jtag_parse_line( line );
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (!line || !(strlen( line ) > 0))
  char	*nextcmd = line;
  line = nextcmd;
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace4,404,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  r = jtag_parse_line( line );
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (!line || !(strlen( line ) > 0))
  char	*nextcmd = line;
  line = nextcmd;
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace5,405,1,"39,57,67,68,70,136,141,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  r = jtag_parse_line( line );
  char	*nextcmd = line;
  line = nextcmd;
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace6,406,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  r = jtag_parse_line( line );
  char	*nextcmd = line;
  line = nextcmd;
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
	if (!line || !(strlen( line ) > 0))
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace7,407,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  r = jtag_parse_line( line );
	if (!line || !(strlen( line ) > 0))
	t = get_token( line );
  char	*nextcmd = line;
  line = nextcmd;
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace8,408,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  r = jtag_parse_line( line );
	if (!line || !(strlen( line ) > 0))
	t = get_token( line );
  char	*nextcmd = line;
  line = nextcmd;
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace9,409,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  r = jtag_parse_line( line );
	if (!line || !(strlen( line ) > 0))
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
  char	*nextcmd = line;
  line = nextcmd;
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace10,410,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  r = jtag_parse_line( line );
	if (!line || !(strlen( line ) > 0))
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
  char	*nextcmd = line;
  line = nextcmd;
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace11,411,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  r = jtag_parse_line( line );
	if (!line || !(strlen( line ) > 0))
  char	*nextcmd = line;
  line = nextcmd;
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace12,412,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
	t = get_token( line );
	if (!line || !(strlen( line ) > 0))
  char	*nextcmd = line;
  line = nextcmd;
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace13,413,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
	t = get_token( line );
	if (!line || !(strlen( line ) > 0))
  char	*nextcmd = line;
  line = nextcmd;
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace14,414,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (!line || !(strlen( line ) > 0))
  char	*nextcmd = line;
  line = nextcmd;
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace15,415,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (!line || !(strlen( line ) > 0))
  char	*nextcmd = line;
  line = nextcmd;
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace16,416,1,"39,57,67,68,70,136,141,168,169,187,193,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace17,417,1,"39,57,67,68,70,136,141,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
  char	*nextcmd = line;
  line = nextcmd;
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace18,418,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
  char	*nextcmd = line;
  line = nextcmd;
	if (!line || !(strlen( line ) > 0))
	t = get_token( line );
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
urjtag-0.8/1.json#trace19,419,1,"39,57,67,68,70,136,141,165,168,169,187,193,203,209,211,219,248,253,257,300,310,341",urjtag-0.8,,tracer-signaturedb-rag/signature-db-ori/urjtag-0.8/1.json,27cc443478606ee37f3c01499b3bc034,test,"	while(fgets(line, 1023, stdin));
		jtag_readline_multiple_commands_support( line );
  nextcmd = strstr(nextcmd, ""::""); /* :: to not confuse ms-dos users ;-) */
  r = jtag_parse_line( line );
	if (!line || !(strlen( line ) > 0))
	t = get_token( line );
  char	*nextcmd = line;
  line = nextcmd;
	char *t = strtok( buf, "" \f\n\r\t\v"" );
	if (t && (*t == '#'))
	return t;
	if (!t)
		a[n++] = t;
	r = cmd_run( a );
	if (!params[0])
			int r = cmds[i]->run( params );
	if (cmd_params( params ) < 2)
			bus_t *bus = bus_drivers[i]->new_bus( params );
		prototype_bus_signal_parse( value, fmt, &inst );
			sprintf( fmt, ""%s%s"", pre, ""%d"" );
			strcpy( afmt, fmt );
				sprintf( buff, afmt, min );"
